cile;nazev.1;statni-prislusnost;vedidk_core_researcher;titul-pred;jmeno;prijmeni;vedoucí jméno;vedoucí příjmení;vedoucí vedidk;ORCID vedouci;researcherid vedouci ;scopusID vbedouci;druhy vedouci jmeno;druhy vedouci příjmeni;druhy vedouci vedidk;ORCID druhy vedouci;researcherid druhy vedouci ;scopusID druhy vedouci
Mnoho přírodních látek a farmaceuticky významných sloučenin obsahuje ve své struktuře asymetrická kvarterní uhlíková centra. Jejich enantioselektivní příprava však nadále představuje jeden z nejnáročnějších úkolů v rámci syntetické organické chemie. Proto je zde stále prostor pro vývoj nových metod. Cílem tohoto projektu je využití tandemové cyklizace/Suzukiho couplingu a následné haloniem iniciované cyklizace pro tvorbu kvarterních uhlíkových center v enantiomerně čisté formě. V první fázi projektu bude provedena optimalizace reakčních podmínek a jejich aplikace na různé substráty. Optimalizovaná metoda pak bude použita pro přípravu biologicky aktivních přírodních látek a fenestranů. Současně bude také studována možnost využití levoglukosenonu - chirální sloučeniny, kterou je možné získat ve velkém množství z obnovitelných zdrojů - jako výchozí látky pro zmíněnou reakční sekvenci.;Univerzita Karlova / Přírodovědecká fakulta;CZ;6650082;PharmDr.;Eliška;Matoušová;Milan;Pour;6556981;0000-0002-3962-7922;T-6328-2017;7003971733;;;;;;
"Cílem projektu je využití nanomateriálů pro zlepšení vlastností analýz pomocí kapilární elektroforézy. Bude charakterizován vliv nanočástic, jako uhlíkové nanomateriály, kvantové tečky a zlaté nanočástice na vlastnosti elektroforetické analýzy a to jak na její separační, tak detekční stánku. Využitím těchto pozitivních vlastností dojde ke zlepšení stanovení analytů přítomných v malých množstvích a ve složitých biologických matricích. 
V návaznosti na využití nanomateriálů bude v projektu navrženo a sestrojeno modulární, univerzální a široce aplikovatelné detekční zařízení pro mikrokolonové techniky využívající miniaturizované, finančně nenáročné, vyměnitelné součásti, jako jsou zdroje světla na bázi světlo emitujících diod, optických filtrů a miniaturizovaných detektorů. Navrhované zařízení navíc kombinuje několik detekčních módů (fotometrická, fluorimetrická a vodivostní). 
Spojením těchto dvou částí projektu vznikne vysoce efektivní analytický přístup využitelný pro široké spektrum analytů a to jak v malých koncentracích, tak v přítomnosti interferujících komponent.";Mendelova univerzita v Brně / Agronomická fakulta;CZ;2032279;Mgr.;Markéta;Vaculovičová;;;;;;;;;;;;
Cílem tohoto projektu je přispět k základnímu popisu separačních procesů v oblasti analýzy nanočástic kapilární elektroforézou. V rámci tohoto projektu budou studovány zejména následující oblasti: charakterizace povrchové chemie nanočástic v různých běžných elektroforetických podmínkách (především rovnováhy v oboru povrchové chemie nanočástic), studium interakcí nanočástic a modelových iontů, popis interakcí z pohledu stechiometrie, charakterizace interakcí nanočástic a modelových systémů podobných buňkám (jako jsou modelové proteiny nebo nukleové kyseliny) a interakcí s buňkami.;Univerzita Palackého v Olomouci / Přírodovědecká fakulta;CZ;2465205;doc. RNDr.;Jan;Petr;;;;;;;;;;;;
Magnetické materiály jsou jednou z nejvíce studovaných a vysoce modifikovatelných tříd materiálů. Porozumění jejich dynamickým vlastnostem a základním fyzikálním principům v nanometrových rozměrech je zásadní pro navržení způsobů ovládání jejich elektronického a magnetického uspořádání. V posledním desetiletí vzrostl zájem o studium tenkých FeRh vrstev díky unikátním vlastnostem jejich fázové přeměny prvního druhu a potenciálním aplikacím v tepelně asistovaném magnetickém záznamu. Pro tento materiál je charakteristická teplotně nebo magnetickým polem řízená fázová přeměna z antiferomagnetického na feromagnetické uspořádání při teplotě 370 K v nulovém magnetickém poli. Výrazné prostorové omezení má významný dopad na koexistenci fází a dynamiku fázové přeměny. Navrhujeme zkoumat fázovou přeměnu v nanostrukturách připravených z epitaxních FeRh vrstev. Kombinací magnetického zobrazování a elektrických transportních měření objasníme původ nově vznikajících vlastností v prostorově omezených strukturách na bázi FeRh a příbuzných materiálů.;Vysoké učení technické v Brně / Středoevropský technologický institut;CZ;5929229;Ing.;Vojtěch;Uhlíř;Tomáš;Šikola;6804233;;;;STEFANIA;PIZZINI;;;;
Přeprogramování buněk do pluripotentního stavu představuje velmi slibnou technologii pro autologní buněčnou terapii a biomedicínu, avšak tato technika s sebou přináší řadu limitací v podobě genetické nestability pluripotentních buněk, možnosti vzniku nádorů a mnoho dalších. Nedávno byl představen nový koncept přeprogramování buněk. Krátkodobá ektopická exprese genů, které dokážou dediferencovat buňku, vede k epigenetickému smazání buněčné identity a uvádí buňku do krátkodobého „plastického stavu“. Tento stav umožňuje následnou diferenciaci buňky do požadovaného buněčného typu bez potřeby indukce pluripotence. Tato technologie je potenciálně vhodná k využití v buněčné terapii, avšak vnášení exogenních genů představuje významné riziko pro klinické použití. Hlavním cílem toho projektu je odstranit genetickou manipulaci pomocí modulace exprese mikroRNA. Za tímto účelem budeme identifikovat mikroRNA, které jsou klíčové pro indukci buněčné plasticity, a budeme testovat, zda dediferencované buňky prostřednictvím mikroRNA mohou být transformovány do požadovaného buněčného typu.;Masarykova univerzita / Lékařská fakulta;CZ;5709164;;Tomáš;Bárta;Aleš;Hampl;8064296;0000-0002-8963-9235;N-1632-2016;;;;;;;
Termoresponzivní polymery vykazují dvě základní vlastnosti, kritickou teplotu a entalpie fázového přechodu, které jsou velice citlivé na změny v okolním roztoku, zvláště pak na přídavek solí. V tomto projektu zkombinujeme počítačové simulace s termodynamickými experimenty aplikováním teoretického modelu založeného na statistické teorii roztoků. Dosáhneme tak konzistentního mikroskopického a makroskopického popisu efektů solí na proces kolapsu, kterým prochází neutrální či slabě nabité polymery. Modelovou úlohu v naší studii sehrají nenabitý polymer PNIPAM a jeho mírně nabitý kopolymer PNIPAM-co-EVImBr s monomery na bázi imidazoliového kationtu. Vliv nespecifických elektrostatických a iontově specifických efektů na termodynamické vlastnosti polymerů je charakterizován měřením fázových rovnováh a kalorimetrickými metodami. Data budou interpretována naším termodynamickým modelem a za pomoci teorie roztoků budou vztažena k výsledkům obdrženým z molekulárně dynamických simulací. Hlavním výstupem tohoto projektu bude 8 publikací v recenzovaných časopisech.;Vysoká škola chemicko-technologická v Praze / Fakulta chemicko-inženýrská;CZ;8822689;RNDr.;Jan;Heyda;Pavel;Jungwirth;2793911;0000-0002-6892-3288;D-9290-2011;;;;;;;
Projekt si klade za cíl vyvinout nové efektivní a praktické algoritmy pro konečné automaty aplikovatelné ve formální verifikaci a analýze dynamických systémů. Bude stavět zejména na studiu souvislostí mezi automatovými problémy, metodami řešení SAT/SMT problémů a formální verifikací. Věříme, že hlubší porozumění spojitostí mezi metodami používanými v těchto oblastech posune vpřed nejen oblast automatových technik s aplikacemi ve verifikaci, ale také ostatní zmíněné oblasti. Vyvíjené algoritmy budou konkrétně zaměřeny zejména na aplikace automatů v analýze programů s řetězci, verifikaci programů s ukazateli, analýze paralelních programů a v rozhodovacích procedurách logik souvisejících s formální verifikací nekonečně stavových systémů, jako jsou WSkS nebo separační logika. Práce na projektu zahrne jak rigorózní matematický popis navrhovaných metod a studium jejich teoretických vlastností, tak i jejich experimentální implementaci a vyhodnocení, na které bude kladen zvláštní důraz.;Vysoké učení technické v Brně / Fakulta informačních technologií;CZ;1258486;Mgr.;Lukáš;Holík;Tomáš;Vojnar;9761985;;;;;;;;;
Vztah mezi anizotropií magnetické susceptibility (AMS) a deformační mikrostrukturou bude studován v přírodních strižných zónách a srovnán s analogovým a numerickým modelováním. Strižné zóny v monominerálních horninách (kalcit, kvarcit) představují vhodné přírodní laboratoře ke studiu magnetické stavby, textury a mikrostruktury pro pochopení mikrostrukturních procesů, které kontrolují vznik AMS. Analogové modelování bude prováděno v různých tektonických režimech pomocí reologicky nelineárních materiálů. Numerické modely budou počítat AMS na základě reálné mikrostruktury a srovnávat ji s pozorovanou a měřenou stavbou a stavebními přetisky. Kombinace terénní, laboratorní a numerické studie je nutné k pochopení problému časových a prostorových vztahů mezi AMS horninovou stavbou a konečnou deformací. Získané výsledky přispějí k pochopení magnetické stavby ve střižných zónách na základě hodnocení vzájemného reologického ovlivňování základní hmoty a magnetických minerálů.;Geofyzikální ústav AV ČR, v. v. i.;CZ;9508120;Mgr.;Vladimír;Kusbach;Stanislav;Ulrich;6619835;;;;Karel;Schulmann;2354691;;;
Současné komplexní kybernetické a informační systémy se ve stále větší míře vyznačují produkcí tzv. velkých dat, obsahu, který je charakteristický svou komplikovanou strukturou a velkým objemem. Efektivní zpracování a analýza takových dat vyžaduje pokročilé metody. Dolování dat je mezioborovou úlohou, která je již v současné době řešena pomocí řady hybridních metod využívajících např. kombinace bio--inspirovaných výpočtů, neuronových sítí, a fuzzy systémů. Navrhovaný grant se bude zabývat výzkumem nových metod analýzy a dolování informací z velkých dat. Cílem je navrhnout, ověřit a popsat nové hybridní,  mnohoparadigmatické, metody, vycházejících z teoretických a praktických poznatků příbuzných oborů zpracování informace (zejména, ale ne výhradně, z oblastí vyhledávání, fuzzy systémů, soft--computingu, bio--inspirovaných výpočtů, a paralelních algoritmů a výpočtů) pro analýzu a dolování znalostí z velkých dat. Projekt přímo navazuje na výzkumnou činnost navrhovatele během jeho předchozí předchozí praxe a postdoktorské stáže na University of Alberta, Edmonton, Canada (01/2014-12/2014);Vysoká škola báňská - Technická univerzita Ostrava / Fakulta elektrotechniky a informatiky;CZ;9175970;Ing.;Pavel;Krömer;;;;;;;;;;;;
"Bičík je podlouhlá organela na povrchu řady eukaryotických buněk, včetně většiny lidských buněčných typů. Bičík je důležitou organelou pohybu a dále má signální a senzorické funkce.
Pro bičík má naprosto zásadní význam doména na jeho distálním konci. Je to totiž jediné místo, kde dochází ke vzniku, obměně a rozpadu axonemy, tj. hlavní strukturní složky bičíku. V současnosti je však známo pouze několik proteinů specifických pro tuto doménu, což zásadním způsobem omezuje její hlubší poznání.
My jsme vyvinuli nový přístup, díky kterému je poprvé možné kompletně identifikovat proteiny koncové domény bičíku. V navrhovaném projektu plánujeme použít tento přístup ke studiu složení koncové domény u provka Trypanosoma brucei, který umožňuje využít bohatou škálu genetických manipulací ojedinělou mezi bičikatými organizmy, jakož i u savčích řasinek.
Identifikované proteiny budou dále studovány pomocí přístupů buněčné biologie a biochemie, což povede k porozumění jejich funkce v buňce a k pochopení jejich biochemických aktivit.";Ústav molekulární genetiky AV ČR, v. v. i.;CZ;4381920;Mgr.;Vladimír;Varga;;;;;;;;;;;;
Navržený projekt se zaměřuje na syntézu a samoorganizační chování ABC trojblokových terpolymerů obsahujících molekuly fenyl boronové kyseliny poskytujících multikompartmentové micely (MCM). Inkorporace fenyl boronových kyselin do MCM vede ke vzniku nanočástic s odezvou na jemné změny pH (relevantní pro terapii zhoubných nádorů) a koncentrace sacharidů (relevantní pro terapii diabetu). Kompartmentalizované micely pak mohou sloužit jako nanokontejnery pro množství terapeuticky aktivních látek. Z tohoto důvodu je naším dalším cílem rozšíření znalostí o solubilizaci léčiv a jejich postupného uvolňování z MCM pro dosažení synergického protinádorového účinku. Hlavní technikou ke studiu dynamiky uvolňování bude fluorescenční spektroskopie s využitím hydrofobních fluoroforů jako modelových látek.;Univerzita Karlova / Přírodovědecká fakulta;CZ;6110568;Ing.;Mariusz;Uchman;Karel;Procházka;4637895;0000-0003-2144-5378;C-3012-2014;7005907071;;;;;;
